DEBUG: General     , 1681768086879> LoggerManager.init                  > Initializing...
LOG  : General     , 1681768243110> 0> duplicate texture d_generic_1_135 ignore ID=525447, use ID=356135
LOG  : General     , 1681768243110> 0> duplicate texture d_generic_1_136 ignore ID=525448, use ID=356136
LOG  : General     , 1681768243110> 0> duplicate texture d_generic_1_137 ignore ID=525449, use ID=356137
LOG  : General     , 1681768243111> 0> duplicate texture d_generic_1_138 ignore ID=525450, use ID=356138
LOG  : General     , 1681768243111> 0> duplicate texture d_generic_1_139 ignore ID=525451, use ID=356139
LOG  : General     , 1681768243111> 0> duplicate texture d_generic_1_140 ignore ID=525452, use ID=356140
LOG  : General     , 1681768243111> 0> duplicate texture d_generic_1_141 ignore ID=525453, use ID=356141
LOG  : General     , 1681768243111> 0> duplicate texture d_generic_1_142 ignore ID=525454, use ID=356142
LOG  : General     , 1681768243112> 0> duplicate texture d_generic_1_143 ignore ID=525455, use ID=356143
LOG  : General     , 1681768243113> 0> duplicate texture d_generic_1_144 ignore ID=525456, use ID=356144
LOG  : General     , 1681768243113> 0> duplicate texture d_generic_1_145 ignore ID=525457, use ID=356145
LOG  : General     , 1681768243113> 0> duplicate texture d_generic_1_146 ignore ID=525458, use ID=356146
LOG  : General     , 1681768243113> 0> duplicate texture d_generic_1_147 ignore ID=525459, use ID=356147
LOG  : General     , 1681768243113> 0> duplicate texture d_generic_1_148 ignore ID=525460, use ID=356148
LOG  : General     , 1681768243114> 0> duplicate texture d_generic_1_149 ignore ID=525461, use ID=356149
LOG  : General     , 1681768243114> 0> duplicate texture d_generic_1_150 ignore ID=525462, use ID=356150
LOG  : General     , 1681768243114> 0> duplicate texture d_generic_1_151 ignore ID=525463, use ID=356151
LOG  : General     , 1681768243114> 0> duplicate texture d_generic_1_152 ignore ID=525464, use ID=356152
LOG  : General     , 1681768243114> 0> duplicate texture d_generic_1_153 ignore ID=525465, use ID=356153
LOG  : General     , 1681768243115> 0> duplicate texture d_generic_1_154 ignore ID=525466, use ID=356154
LOG  : General     , 1681768243115> 0> duplicate texture d_generic_1_155 ignore ID=525467, use ID=356155
LOG  : General     , 1681768243115> 0> duplicate texture d_generic_1_156 ignore ID=525468, use ID=356156
LOG  : General     , 1681768243115> 0> duplicate texture d_generic_1_157 ignore ID=525469, use ID=356157
LOG  : General     , 1681768243115> 0> duplicate texture d_generic_1_158 ignore ID=525470, use ID=356158
LOG  : General     , 1681768243116> 0> duplicate texture d_generic_1_159 ignore ID=525471, use ID=356159
LOG  : General     , 1681768243116> 0> duplicate texture d_plants_1_0 ignore ID=525824, use ID=357000
LOG  : General     , 1681768243116> 0> duplicate texture d_plants_1_1 ignore ID=525825, use ID=357001
LOG  : General     , 1681768243116> 0> duplicate texture d_plants_1_2 ignore ID=525826, use ID=357002
LOG  : General     , 1681768243116> 0> duplicate texture d_plants_1_3 ignore ID=525827, use ID=357003
LOG  : General     , 1681768243116> 0> duplicate texture d_plants_1_4 ignore ID=525828, use ID=357004
LOG  : General     , 1681768243117> 0> duplicate texture d_plants_1_5 ignore ID=525829, use ID=357005
LOG  : General     , 1681768243117> 0> duplicate texture d_plants_1_6 ignore ID=525830, use ID=357006
LOG  : General     , 1681768243117> 0> duplicate texture d_plants_1_7 ignore ID=525831, use ID=357007
LOG  : General     , 1681768243117> 0> duplicate texture d_plants_1_8 ignore ID=525832, use ID=357008
LOG  : General     , 1681768243117> 0> duplicate texture d_plants_1_9 ignore ID=525833, use ID=357009
LOG  : General     , 1681768243117> 0> duplicate texture d_plants_1_10 ignore ID=525834, use ID=357010
LOG  : General     , 1681768243118> 0> duplicate texture d_plants_1_11 ignore ID=525835, use ID=357011
LOG  : General     , 1681768243118> 0> duplicate texture d_plants_1_12 ignore ID=525836, use ID=357012
LOG  : General     , 1681768243118> 0> duplicate texture d_plants_1_13 ignore ID=525837, use ID=357013
LOG  : General     , 1681768243118> 0> duplicate texture d_plants_1_14 ignore ID=525838, use ID=357014
LOG  : General     , 1681768243118> 0> duplicate texture d_plants_1_15 ignore ID=525839, use ID=357015
LOG  : General     , 1681768243118> 0> duplicate texture d_plants_1_16 ignore ID=525840, use ID=357016
LOG  : General     , 1681768243119> 0> duplicate texture d_plants_1_17 ignore ID=525841, use ID=357017
LOG  : General     , 1681768243119> 0> duplicate texture d_plants_1_18 ignore ID=525842, use ID=357018
LOG  : General     , 1681768243119> 0> duplicate texture d_plants_1_19 ignore ID=525843, use ID=357019
LOG  : General     , 1681768243119> 0> duplicate texture d_plants_1_20 ignore ID=525844, use ID=357020
LOG  : General     , 1681768243119> 0> duplicate texture d_plants_1_21 ignore ID=525845, use ID=357021
LOG  : General     , 1681768243120> 0> duplicate texture d_plants_1_22 ignore ID=525846, use ID=357022
LOG  : General     , 1681768243120> 0> duplicate texture d_plants_1_23 ignore ID=525847, use ID=357023
LOG  : General     , 1681768243120> 0> duplicate texture d_plants_1_24 ignore ID=525848, use ID=357024
LOG  : General     , 1681768243120> 0> duplicate texture d_plants_1_25 ignore ID=525849, use ID=357025
LOG  : General     , 1681768243120> 0> duplicate texture d_plants_1_26 ignore ID=525850, use ID=357026
LOG  : General     , 1681768243120> 0> duplicate texture d_plants_1_27 ignore ID=525851, use ID=357027
LOG  : General     , 1681768243121> 0> duplicate texture d_plants_1_28 ignore ID=525852, use ID=357028
LOG  : General     , 1681768243121> 0> duplicate texture d_plants_1_29 ignore ID=525853, use ID=357029
LOG  : General     , 1681768243121> 0> duplicate texture d_plants_1_30 ignore ID=525854, use ID=357030
LOG  : General     , 1681768243121> 0> duplicate texture d_plants_1_31 ignore ID=525855, use ID=357031
LOG  : General     , 1681768243121> 0> duplicate texture d_plants_1_32 ignore ID=525856, use ID=357032
LOG  : General     , 1681768243122> 0> duplicate texture d_plants_1_33 ignore ID=525857, use ID=357033
LOG  : General     , 1681768243122> 0> duplicate texture d_plants_1_34 ignore ID=525858, use ID=357034
LOG  : General     , 1681768243122> 0> duplicate texture d_plants_1_35 ignore ID=525859, use ID=357035
LOG  : General     , 1681768243122> 0> duplicate texture d_plants_1_36 ignore ID=525860, use ID=357036
LOG  : General     , 1681768243122> 0> duplicate texture d_plants_1_37 ignore ID=525861, use ID=357037
LOG  : General     , 1681768243122> 0> duplicate texture d_plants_1_38 ignore ID=525862, use ID=357038
LOG  : General     , 1681768243122> 0> duplicate texture d_plants_1_39 ignore ID=525863, use ID=357039
LOG  : General     , 1681768243123> 0> duplicate texture d_plants_1_40 ignore ID=525864, use ID=357040
LOG  : General     , 1681768243123> 0> duplicate texture d_plants_1_41 ignore ID=525865, use ID=357041
LOG  : General     , 1681768243123> 0> duplicate texture d_plants_1_42 ignore ID=525866, use ID=357042
LOG  : General     , 1681768243123> 0> duplicate texture d_plants_1_43 ignore ID=525867, use ID=357043
LOG  : General     , 1681768243123> 0> duplicate texture d_plants_1_44 ignore ID=525868, use ID=357044
LOG  : General     , 1681768243123> 0> duplicate texture d_plants_1_45 ignore ID=525869, use ID=357045
LOG  : General     , 1681768243124> 0> duplicate texture d_plants_1_46 ignore ID=525870, use ID=357046
LOG  : General     , 1681768243124> 0> duplicate texture d_plants_1_47 ignore ID=525871, use ID=357047
LOG  : General     , 1681768243124> 0> duplicate texture d_plants_1_48 ignore ID=525872, use ID=357048
LOG  : General     , 1681768243124> 0> duplicate texture d_plants_1_49 ignore ID=525873, use ID=357049
LOG  : General     , 1681768243124> 0> duplicate texture d_plants_1_50 ignore ID=525874, use ID=357050
LOG  : General     , 1681768243124> 0> duplicate texture d_plants_1_51 ignore ID=525875, use ID=357051
LOG  : General     , 1681768243124> 0> duplicate texture d_plants_1_52 ignore ID=525876, use ID=357052
LOG  : General     , 1681768243125> 0> duplicate texture d_plants_1_53 ignore ID=525877, use ID=357053
LOG  : General     , 1681768243125> 0> duplicate texture d_plants_1_54 ignore ID=525878, use ID=357054
LOG  : General     , 1681768243125> 0> duplicate texture d_plants_1_55 ignore ID=525879, use ID=357055
LOG  : General     , 1681768243125> 0> duplicate texture d_plants_1_56 ignore ID=525880, use ID=357056
LOG  : General     , 1681768243125> 0> duplicate texture d_plants_1_57 ignore ID=525881, use ID=357057
LOG  : General     , 1681768243126> 0> duplicate texture d_plants_1_58 ignore ID=525882, use ID=357058
LOG  : General     , 1681768243126> 0> duplicate texture d_plants_1_59 ignore ID=525883, use ID=357059
LOG  : General     , 1681768243126> 0> duplicate texture d_plants_1_60 ignore ID=525884, use ID=357060
LOG  : General     , 1681768243126> 0> duplicate texture d_plants_1_61 ignore ID=525885, use ID=357061
LOG  : General     , 1681768243126> 0> duplicate texture d_plants_1_62 ignore ID=525886, use ID=357062
LOG  : General     , 1681768243126> 0> duplicate texture d_plants_1_63 ignore ID=525887, use ID=357063
LOG  : General     , 1681768243127> 0> duplicate texture d_streetcracks_1_0 ignore ID=526336, use ID=358000
LOG  : General     , 1681768243127> 0> duplicate texture d_streetcracks_1_1 ignore ID=526337, use ID=358001
LOG  : General     , 1681768243127> 0> duplicate texture d_streetcracks_1_2 ignore ID=526338, use ID=358002
LOG  : General     , 1681768243127> 0> duplicate texture d_streetcracks_1_3 ignore ID=526339, use ID=358003
LOG  : General     , 1681768243127> 0> duplicate texture d_streetcracks_1_4 ignore ID=526340, use ID=358004
LOG  : General     , 1681768243128> 0> duplicate texture d_streetcracks_1_5 ignore ID=526341, use ID=358005
LOG  : General     , 1681768243128> 0> duplicate texture d_streetcracks_1_6 ignore ID=526342, use ID=358006
LOG  : General     , 1681768243128> 0> duplicate texture d_streetcracks_1_7 ignore ID=526343, use ID=358007
LOG  : General     , 1681768243128> 0> duplicate texture d_streetcracks_1_8 ignore ID=526344, use ID=358008
LOG  : General     , 1681768243129> 0> duplicate texture d_streetcracks_1_9 ignore ID=526345, use ID=358009
LOG  : General     , 1681768243129> 0> duplicate texture d_streetcracks_1_10 ignore ID=526346, use ID=358010
LOG  : General     , 1681768243129> 0> duplicate texture d_streetcracks_1_11 ignore ID=526347, use ID=358011
LOG  : General     , 1681768243129> 0> duplicate texture d_streetcracks_1_12 ignore ID=526348, use ID=358012
LOG  : General     , 1681768243129> 0> duplicate texture d_streetcracks_1_13 ignore ID=526349, use ID=358013
LOG  : General     , 1681768243129> 0> duplicate texture d_streetcracks_1_14 ignore ID=526350, use ID=358014
LOG  : General     , 1681768243130> 0> duplicate texture d_streetcracks_1_15 ignore ID=526351, use ID=358015
LOG  : General     , 1681768243130> 0> duplicate texture d_streetcracks_1_16 ignore ID=526352, use ID=358016
LOG  : General     , 1681768243130> 0> duplicate texture d_streetcracks_1_17 ignore ID=526353, use ID=358017
LOG  : General     , 1681768243130> 0> duplicate texture d_streetcracks_1_18 ignore ID=526354, use ID=358018
LOG  : General     , 1681768243130> 0> duplicate texture d_streetcracks_1_19 ignore ID=526355, use ID=358019
LOG  : General     , 1681768243130> 0> duplicate texture d_streetcracks_1_20 ignore ID=526356, use ID=358020
LOG  : General     , 1681768243131> 0> duplicate texture d_streetcracks_1_21 ignore ID=526357, use ID=358021
LOG  : General     , 1681768243131> 0> duplicate texture d_streetcracks_1_22 ignore ID=526358, use ID=358022
LOG  : General     , 1681768243131> 0> duplicate texture d_streetcracks_1_23 ignore ID=526359, use ID=358023
LOG  : General     , 1681768243131> 0> duplicate texture d_streetcracks_1_24 ignore ID=526360, use ID=358024
LOG  : General     , 1681768243131> 0> duplicate texture d_streetcracks_1_25 ignore ID=526361, use ID=358025
LOG  : General     , 1681768243131> 0> duplicate texture d_streetcracks_1_26 ignore ID=526362, use ID=358026
LOG  : General     , 1681768243132> 0> duplicate texture d_streetcracks_1_27 ignore ID=526363, use ID=358027
LOG  : General     , 1681768243132> 0> duplicate texture d_streetcracks_1_28 ignore ID=526364, use ID=358028
LOG  : General     , 1681768243132> 0> duplicate texture d_streetcracks_1_29 ignore ID=526365, use ID=358029
LOG  : General     , 1681768243132> 0> duplicate texture d_streetcracks_1_30 ignore ID=526366, use ID=358030
LOG  : General     , 1681768243132> 0> duplicate texture d_streetcracks_1_31 ignore ID=526367, use ID=358031
LOG  : General     , 1681768243132> 0> duplicate texture d_streetcracks_1_32 ignore ID=526368, use ID=358032
LOG  : General     , 1681768243133> 0> duplicate texture d_streetcracks_1_33 ignore ID=526369, use ID=358033
LOG  : General     , 1681768243133> 0> duplicate texture d_streetcracks_1_34 ignore ID=526370, use ID=358034
LOG  : General     , 1681768243133> 0> duplicate texture d_streetcracks_1_35 ignore ID=526371, use ID=358035
LOG  : General     , 1681768243133> 0> duplicate texture d_streetcracks_1_36 ignore ID=526372, use ID=358036
LOG  : General     , 1681768243133> 0> duplicate texture d_streetcracks_1_37 ignore ID=526373, use ID=358037
LOG  : General     , 1681768243133> 0> duplicate texture d_streetcracks_1_38 ignore ID=526374, use ID=358038
LOG  : General     , 1681768243134> 0> duplicate texture d_streetcracks_1_39 ignore ID=526375, use ID=358039
LOG  : General     , 1681768243134> 0> duplicate texture d_streetcracks_1_40 ignore ID=526376, use ID=358040
LOG  : General     , 1681768243134> 0> duplicate texture d_streetcracks_1_41 ignore ID=526377, use ID=358041
LOG  : General     , 1681768243134> 0> duplicate texture d_streetcracks_1_42 ignore ID=526378, use ID=358042
LOG  : General     , 1681768243134> 0> duplicate texture d_streetcracks_1_43 ignore ID=526379, use ID=358043
LOG  : General     , 1681768243134> 0> duplicate texture d_streetcracks_1_44 ignore ID=526380, use ID=358044
LOG  : General     , 1681768243135> 0> duplicate texture d_streetcracks_1_45 ignore ID=526381, use ID=358045
LOG  : General     , 1681768243135> 0> duplicate texture d_streetcracks_1_46 ignore ID=526382, use ID=358046
LOG  : General     , 1681768243135> 0> duplicate texture d_streetcracks_1_47 ignore ID=526383, use ID=358047
LOG  : General     , 1681768243135> 0> duplicate texture d_streetcracks_1_48 ignore ID=526384, use ID=358048
LOG  : General     , 1681768243135> 0> duplicate texture d_streetcracks_1_49 ignore ID=526385, use ID=358049
LOG  : General     , 1681768243136> 0> duplicate texture d_streetcracks_1_50 ignore ID=526386, use ID=358050
LOG  : General     , 1681768243136> 0> duplicate texture d_streetcracks_1_51 ignore ID=526387, use ID=358051
LOG  : General     , 1681768243136> 0> duplicate texture d_streetcracks_1_52 ignore ID=526388, use ID=358052
LOG  : General     , 1681768243136> 0> duplicate texture d_streetcracks_1_53 ignore ID=526389, use ID=358053
LOG  : General     , 1681768243136> 0> duplicate texture d_streetcracks_1_54 ignore ID=526390, use ID=358054
LOG  : General     , 1681768243136> 0> duplicate texture d_streetcracks_1_55 ignore ID=526391, use ID=358055
LOG  : General     , 1681768243137> 0> duplicate texture d_streetcracks_1_56 ignore ID=526392, use ID=358056
LOG  : General     , 1681768243137> 0> duplicate texture d_streetcracks_1_57 ignore ID=526393, use ID=358057
LOG  : General     , 1681768243137> 0> duplicate texture d_streetcracks_1_58 ignore ID=526394, use ID=358058
LOG  : General     , 1681768243137> 0> duplicate texture d_streetcracks_1_59 ignore ID=526395, use ID=358059
LOG  : General     , 1681768243137> 0> duplicate texture d_streetcracks_1_60 ignore ID=526396, use ID=358060
